source,target,weight
ABE,ATL,13.29003359462486
ABE,DTW,15.81499692685925
ABE,ORD,15.941550190597203
ATL,ABQ,8.048837209302325
ATL,ABY,16.752241238793808
ATL,AEX,18.49183673469388
ATL,ALB,11.45843580914904
ATL,ANC,11.079646017699115
ATL,ASE,41.71270718232044
ATL,ACY,13.438746438746438
ATL,AGS,17.58998808104887
ATL,ATW,12.394837476099426
ATL,AUS,10.874768749110574
ATL,AVP,10.553468208092486
ATL,BDL,10.753421584025128
ATL,BHM,9.42450186799502
ATL,BMI,14.844240129799893
ATL,BNA,10.23043541154347
ATL,BOS,15.39863871915848
ATL,BQK,15.675
ATL,BZN,16.18713450292398
ATL,CAK,9.198984164923813
ATL,CHS,8.825357455500438
ATL,CLE,11.101121892055792
ATL,CMH,9.613782051282053
ATL,COS,13.823880597014924
ATL,CVG,7.772258669165885
ATL,DAB,8.88771712158809
ATL,DAL,12.11662749706228
ATL,DAY,8.267850536440992
ATL,DCA,11.39926165205353
ATL,DSM,8.233987603305785
ATL,EGE,12.484375
ATL,EWR,20.68439747032834
ATL,EYW,12.679376657824934
ATL,FCA,7.321428571428571
ATL,FLL,11.212262020006454
ATL,FNT,9.267
ATL,FSD,13.302447552447552
ATL,FSM,16.76103500761035
ATL,FWA,19.473243538405534
ATL,GNV,17.090877796901893
ATL,GRB,13.267590618336888
ATL,GRR,8.978501228501228
ATL,GSO,8.517782822550133
ATL,GSP,11.230927552140503
ATL,GTR,12.937300743889478
ATL,HDN,17.822222222222223
ATL,HNL,7.457534246575342
ATL,HOU,11.903641881638848
ATL,HPN,20.82109129066107
ATL,IAD,10.852859778597786
ATL,IAH,12.58985294117647
ATL,ILM,15.516589668206636
ATL,JAC,11.454054054054057
ATL,JAN,9.907103825136613
ATL,JFK,21.760115606936417
ATL,LAS,10.078492766141222
ATL,LFT,14.03680468423254
ATL,LGA,17.281133661582803
ATL,LNK,14.678819444444445
ATL,MCI,9.707255936675462
ATL,MDT,8.102911646586346
ATL,MDW,10.627653723462766
ATL,MEM,10.103957471943296
ATL,MGM,22.53929173693086
ATL,MHT,9.429971988795518
ATL,MKE,9.735730337078651
ATL,MLI,13.757276221856124
ATL,MOB,16.57774607703281
ATL,MSN,9.104661389621812
ATL,MSO,4.4
ATL,MSY,9.918471219692764
ATL,MTJ,7.7
ATL,OAJ,17.653235653235654
ATL,OKC,7.269991867714828
ATL,PBI,10.241135547576302
ATL,PDX,6.997728993186979
ATL,PHF,11.528850978424488
ATL,PHX,9.609300365271144
ATL,PIA,20.126617375231053
ATL,PIT,8.942877801879971
ATL,PNS,8.589448150394178
ATL,PWM,14.68483063328424
ATL,RAP,8.642857142857142
ATL,RIC,10.06631299734748
ATL,RNO,10.148936170212766
ATL,ROA,16.113627489262008
ATL,ROC,10.626980316850696
ATL,RST,17.318503538928212
ATL,SAT,10.845171102661595
ATL,SAV,8.790101892285298
ATL,SEA,8.107452618053324
ATL,SFO,16.51173635939686
ATL,SGF,13.060516605166052
ATL,SJU,11.380208333333334
ATL,SLC,9.318197221280922
ATL,SMF,8.100129198966409
ATL,SNA,8.21240234375
ATL,SRQ,10.144834404349975
ATL,STX,12.267857142857142
ATL,SYR,9.86466892218463
ATL,TLH,10.850647763383035
ATL,TPA,10.851714485654304
ATL,TRI,17.44495412844037
ATL,TUS,11.732592592592592
ATL,VLD,14.56027293404094
ATL,VPS,11.51866938221317
ATL,XNA,15.694435612082671
ATL,AVL,17.10595867371456
ATL,BTR,17.515163074575625
ATL,BTV,12.342675159235668
ATL,BUF,10.47358778625954
ATL,CAE,11.67239076512116
ATL,CHA,17.557265333040228
ATL,CHO,14.290060851926976
ATL,CLT,9.075558708761973
ATL,CRW,16.910714285714285
ATL,DEN,12.117455569241598
ATL,DFW,11.84059503133731
ATL,DHN,15.1078352180937
ATL,DTW,10.563903670965995
ATL,ECP,10.773839241138292
ATL,ELM,16.652173913043477
ATL,ELP,9.853828306264502
ATL,EVV,15.840625
ATL,EWN,14.003405221339388
ATL,FAR,33.523809523809526
ATL,FAY,14.431123461691149
ATL,GJT,0.0
ATL,GPT,10.915805022156572
ATL,GRK,25.391855203619908
ATL,HSV,9.922674184454287
ATL,ICT,8.90715667311412
ATL,IND,9.5584448056007
ATL,JAX,9.058027437893957
ATL,LEX,14.983398662670048
ATL,LIT,9.838068181818182
ATL,MCO,10.45286620627702
ATL,MIA,11.821587301587302
ATL,MLB,10.25672454885938
ATL,MLU,20.87797490263955
ATL,MSP,9.008138150059548
ATL,MYR,8.838933528122718
ATL,OAK,14.6834451901566
ATL,OMA,10.352478134110788
ATL,ORD,13.553613538632264
ATL,ORF,9.8220189940204
ATL,PHL,12.374772036474164
ATL,RDU,10.851305561092286
ATL,SAN,7.977090987681003
ATL,SBN,19.088344469190798
ATL,SCE,0.0
ATL,SDF,9.076312466173553
ATL,STL,10.607926829268292
ATL,TUL,11.410115979381445
ABI,DFW,25.7375
ABI,GRK,75.0
DFW,ABQ,10.632707774798927
DFW,AEX,23.093189964157705
DFW,ANC,18.710843373493976
DFW,ASE,29.61639824304539
DFW,AUS,10.38975297346752
DFW,BDL,9.12874251497006
DFW,BHM,26.8
DFW,BNA,11.110964332893
DFW,BOI,10.796982167352535
DFW,BOS,11.709976433621367
DFW,BPT,52.11111111111112
DFW,BRO,82.5625
DFW,BTR,22.07299642674834
DFW,BZN,16.004016064257026
DFW,CHS,15.449056603773585
DFW,CLE,13.996930422919508
DFW,CLL,18.427667984189725
DFW,CLT,10.781351316301388
DFW,CMH,13.594897959183674
DFW,COS,13.578928571428571
DFW,CVG,15.905982905982906
DFW,DAY,14.106796116504857
DFW,DCA,10.883975195822456
DFW,AMA,11.753303964757707
DFW,COU,24.83582089552239
DFW,CRP,8.0
DFW,DEN,10.49397153476566
DFW,DRO,23.42105263157895
DFW,DSM,15.47004357298475
DFW,EGE,23.02043010752688
DFW,ELP,11.305473372781066
DFW,EWR,17.615072784227014
DFW,FSM,12.525069637883009
DFW,GCK,12.606648199445983
DFW,GEG,12.667539267015709
DFW,GGG,61.833333333333336
DFW,GPT,69.03703703703704
DFW,GRI,12.70689655172414
DFW,GRK,21.84259259259259
DFW,GSP,17.765899864682
DFW,GUC,19.494773519163765
DFW,HDN,15.6843853820598
DFW,HNL,21.418050541516244
DFW,HOU,26.33450704225352
DFW,IAD,13.951156812339333
DFW,ICT,16.286675639300135
DFW,IND,15.171986365044932
DFW,JAC,22.62023653088042
DFW,JAN,11.397849462365592
DFW,JAX,18.76207243460765
DFW,JFK,12.889452332657202
DFW,JLN,13.51595744680851
DFW,KOA,31.586872586872587
DFW,LAS,13.352285649306346
DFW,LAW,21.471264367816094
DFW,LBB,21.62410071942446
DFW,LCH,20.948504983388705
DFW,LFT,21.69279661016949
DFW,LIH,55.76470588235294
DFW,LIT,14.81896551724138
DFW,LRD,19.05978260869565
DFW,MAF,19.58126721763085
DFW,MCI,10.807218112530824
DFW,MCO,13.190425952789134
DFW,MEI,21.96537396121884
DFW,MEM,11.563893805309734
DFW,MFE,14.550420168067228
DFW,MGM,20.8375
DFW,MHK,12.584234930448222
DFW,MIA,17.035298681148177
DFW,MKE,16.30132583366814
DFW,MOB,14.292096219931272
DFW,MSP,10.475471155229464
DFW,MSY,13.667569820758647
DFW,MTJ,19.035714285714285
DFW,MYR,7.816901408450704
DFW,OAK,12.810026385224274
DFW,OKC,10.225304640912626
DFW,ONT,8.672793009942755
DFW,ORF,13.53238434163701
DFW,PBI,10.559290953545233
DFW,PDX,10.306262230919764
DFW,PHL,12.680106397872043
DFW,PHX,11.221697556368788
DFW,PIB,22.779904306220097
DFW,PNS,12.620498614958448
DFW,RIC,14.967986030267753
DFW,RNO,9.706842435655997
DFW,SAF,15.651841224294596
DFW,SAN,11.142085521380343
DFW,SAT,11.146511316459089
DFW,SAV,7.439583333333333
DFW,SBA,9.797047970479705
DFW,SDF,12.676855895196509
DFW,SFO,16.279111772205695
DFW,SJT,15.881547139403708
DFW,SJU,8.74457429048414
DFW,SLC,10.54832406433188
DFW,SMF,12.64449467226348
DFW,SUX,35.267857142857146
DFW,TPA,10.228470310656704
DFW,TUL,11.343849840255592
DFW,TXK,13.20138888888889
DFW,TYR,23.63926940639269
DFW,VPS,11.645607107601183
DFW,XNA,32.666666666666664
DFW,DTW,13.614857925368025
DFW,FAT,12.17142857142857
DFW,FLL,10.768879589119267
DFW,IAH,10.938140955705869
DFW,LGA,11.963496399304692
DFW,MLU,17.960384153661465
DFW,OMA,17.533552322853122
DFW,ORD,14.202549087151224
DFW,PIT,10.050084033613446
DFW,PSP,11.464788732394366
DFW,RDU,10.913229018492176
DFW,SEA,10.152752880921897
DFW,SNA,7.045424621461488
DFW,SPI,19.47867298578199
DFW,SPS,20.06902985074627
DFW,STL,11.287153652392949
DFW,TUS,10.002315886984714
GRK,IAH,9.434949961508853
ABQ,AUS,10.488372093023257
ABQ,DAL,12.20752463421917
ABQ,DEN,9.693552465233882
ABQ,JFK,19.03409090909091
ABQ,LAS,11.613611007809595
ABQ,MCO,12.51923076923077
ABQ,MDW,10.527611940298508
ABQ,MSP,5.18957345971564
ABQ,OAK,10.65989010989011
ABQ,ORD,10.72697899838449
ABQ,PHX,9.569739478957915
ABQ,SEA,8.213991769547325
ABQ,SFO,17.938271604938272
ABQ,SLC,11.167441860465116
ABQ,HOU,10.009345794392525
ABQ,IAH,12.47482908638906
ABQ,MCI,11.721664275466283
ABQ,PDX,12.831818181818182
ABQ,SAN,10.595880681818182
AUS,BOS,16.20049813200498
AUS,CLT,8.015346181299073
AUS,DAL,10.212089552238806
AUS,DCA,12.041322314049587
AUS,DTW,8.757449344457688
AUS,ECP,31.0
AUS,ELP,11.322173435784851
AUS,FLL,13.683864915572231
AUS,HRL,15.586206896551724
AUS,IAD,7.469047619047619
AUS,IAH,8.650462962962964
AUS,JFK,21.287855297157623
AUS,LAS,13.0927624872579
AUS,LBB,10.984972677595628
AUS,LGB,16.836622807017545
AUS,MCI,10.49046793760832
AUS,MCO,13.869269949066211
AUS,MDW,11.304020100502512
AUS,MIA,11.22
AUS,MSY,9.803018867924528
AUS,ONT,14.695652173913045
AUS,PDX,5.938895417156287
AUS,PHL,13.423680456490729
AUS,PNS,15.3
AUS,RDU,19.484126984126984
AUS,SEA,6.652741514360313
AUS,SFO,15.64904718693285
AUS,SLC,8.095799557848194
AUS,SNA,8.617647058823529
AUS,STL,11.396208530805689
AUS,BNA,11.245271867612294
AUS,DEN,10.167722032797531
AUS,EWR,20.04998288257446
AUS,HOU,10.036475869809204
AUS,MSP,6.998701298701299
AUS,OAK,12.50763358778626
AUS,ORD,12.01268834258525
AUS,PHX,9.57239873878244
AUS,SAN,10.965820818228895
AUS,TPA,10.888228299643282
DAL,AMA,9.348396501457726
DAL,BHM,11.739252995066948
DAL,BOS,17.058659217877096
DAL,BUR,9.442916093535077
DAL,CLT,14.77445652173913
DAL,CMH,13.71641791044776
DAL,BNA,10.557622173595917
DAL,CHS,10.935483870967742
DAL,DEN,12.582123600165906
DAL,ECP,11.374280230326296
DAL,FLL,12.318028359216743
DAL,HRL,22.40625
DAL,JAX,13.630434782608695
DAL,LAS,11.945612762871646
DAL,LBB,11.805415055043142
DAL,LGA,15.823699421965316
DAL,MAF,11.794800371402042
DAL,MCI,10.795749202975555
DAL,MCO,12.949816401468787
DAL,MDW,11.941663218866363
DAL,OAK,13.97189349112426
DAL,OKC,11.394523717701505
DAL,ONT,7.895565092989986
DAL,RDU,15.207858048162231
DAL,RNO,9.351724137931036
DAL,SAN,10.81293952180028
DAL,SAT,11.760984182776802
DAL,SEA,11.155537459283387
DAL,SFO,15.928414442700156
DAL,SNA,12.71919770773639
DAL,DCA,9.883693330168526
DAL,DTW,14.868493150684932
DAL,ELP,11.573333333333334
DAL,HOU,11.509281933802038
DAL,IND,11.876923076923076
DAL,LIT,12.35752298016449
DAL,MEM,12.102225312934632
DAL,MKE,12.729023383768912
DAL,MSY,12.355444305381727
DAL,OMA,13.620359281437128
DAL,PDX,10.60164271047228
DAL,PHL,14.44504748982361
DAL,PHX,11.086882036221244
DAL,PIT,11.7890625
DAL,PNS,18.107142857142858
DAL,SLC,11.471849865951745
DAL,SMF,9.429326287978864
DAL,STL,11.297303862035465
DAL,TPA,13.850098619329389
